"song_id","track_name","track_artist","track_popularity","track_album_name","release_day","release_month","release_year","playlist_name","playlist_genre","playlist_sub_genre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"NA_NA_NA","cradles","besomorph","52","cradles",25,10,"2019","electropop","pop","electropop","0.521","0.637","1","-8.349","1","0.21","0.346","2.73e-05","0.113","0.433","80.023","138000"
"NA_NA_NA","make daddy proud","blackbear","62","digital druglord",21,4,NA,"electropop","pop","electropop","0.818","0.497","4","-7.249","0","0.0502","0.162","0","0.0645","0.814","102.042","208235"
"NA_NA_NA","mine all day","pewdiepie","64","mine all day",23,10,"2019","electropop","pop","electropop","0.62","0.682","8","-7.688","1","0.353","0.099","0","0.132","0.706","145.386","250898"
"NA_NA_NA","do re mi","blackbear","79","digital druglord",21,4,NA,"electropop","pop","electropop","0.745","0.593","8","-6.35","1","0.0526","0.00522","5.25e-06","0.123","0.17","111.002","212027"
"NA_NA_NA","hot girl bummer","blackbear","94","hot girl bummer",23,8,"2019","electropop","pop","electropop","0.778","0.559","6","-7.109","0","0.0776","0.128","0","0.399","0.678","129.989","185093"
"NA_NA_NA","dear god","confetti","55","dear god",28,9,"2018","electropop","pop","electropop","0.639","0.796","11","-4.26","0","0.172","0.0638","0","0.0902","0.457","94.189","202258"
"NA_NA_NA","tongue tied (with yungblud & blackbear)","marshmello","78","tongue tied (with yungblud & blackbear)",13,11,"2019","electropop","pop","electropop","0.628","0.821","1","-2.721","0","0.0525","0.0208","0","0.426","0.465","93.001","186024"
"NA_NA_NA","candy","doja cat","85","amala",30,3,"2018","electropop","pop","electropop","0.689","0.516","8","-5.857","1","0.0444","0.513","0","0.163","0.209","124.876","190920"
"NA_NA_NA","walls could talk","halsey","74","hopeless fountain kingdom (deluxe)",2,6,NA,"electropop","pop","electropop","0.626","0.423","1","-6.035","1","0.0513","0.128","0","0.18","0.571","95.162","101790"
"NA_NA_NA","run wild","thutmose","54","run wild - ep",8,8,"2018","electropop","pop","electropop","0.582","0.962","11","-2.956","1","0.132","0.011","0","0.628","0.576","76.014","159474"
"NA_NA_NA","revolution - remix","sean&bobo","50","revolution (remix)",17,2,"2018","electropop","pop","electropop","0.669","0.392","0","-5.581","0","0.0361","0.0668","0.25","0.159","0.0595","148.064","235154"
"NA_NA_NA","giants","true damage","77","giants",10,11,"2019","electropop","pop","electropop","0.642","0.683","1","-5.386","1","0.262","0.0834","0","0.155","0.584","154.881","191720"
"NA_NA_NA","devil eyes","hippie sabotage","81","providence",5,2,"2016","electropop","pop","electropop","0.391","0.396","1","-8.621","0","0.189","0.702","0.405","0.315","0.199","99.112","131272"
"NA_NA_NA","middle finger","bohnes","66","middle finger - single",14,12,"2015","electropop","pop","electropop","0.685","0.656","1","-6.013","0","0.0383","0.437","7.2540174665628","0.347","0.392","128.003","229986"
"NA_NA_NA","blood // water","grandson","73","blood // water",4,5,"2018","electropop","pop","electropop","0.51","0.882","8","-5.659","0","0.159","0.00158","0.00206","0.0764","0.653","154.029","216721"
"NA_NA_NA","stronger","prismo","60","stronger",9,12,NA,"electropop","pop","electropop","0.623","0.783","9","-7.042","0","0.0885","0.0106","8.53e-05","0.0944","0.426","140.013","212576"
"NA_NA_NA","morph","twenty one pilots","70","trench",5,10,"2018","electropop","pop","electropop","0.734","0.607","8","-7.249","0","0.0806","0.0747","0.000577","0.0968","0.518","90.023","258853"
"NA_NA_NA","grrrls","aviva","68","grrrls",13,10,NA,"electropop","pop","electropop","0.549","0.656","3","-6.515","1","0.0438","0.0351","1.19e-06","0.129","0.594","180.043","228904"
"NA_NA_NA","crocodile tears","unlike pluto","45","crocodile tears",18,9,"2019","electropop","pop","electropop","0.662","0.587","9","-8.006","0","0.349","0.159","0","0.337","0.503","169.088","168639"
"NA_NA_NA","on my mind","nexy","37","on my mind",20,11,"2019","electropop","pop","electropop","0.587","0.822","4","-3.808","0","0.215","0.33","2.19e-05","0.331","0.628","160.072","147000"
"NA_NA_NA","goodbye","updog","46","goodbye",2,8,"2019","electropop","pop","electropop","0.591","0.779","8","-7.372","1","0.0576","0.0961","0.184","0.0868","0.36","145.027","178759"
"NA_NA_NA","tired of my life","updog","40","tired of my life",18,9,"2019","electropop","pop","electropop","0.348","0.478","11","-8.69","0","0.107","0.144","2.17e-05","0.646","0.358","174.973","132414"
"NA_NA_NA","ghosts","jacob tillberg","58","ghosts",5,2,"2016","electropop","pop","electropop","0.719","0.809","6","-4.679","1","0.182","0.286","0","0.081","0.238","125.072","215050"
"NA_NA_NA","riptide","unlike pluto","57","pluto tapes: volume 2",26,4,"2019","electropop","pop","electropop","0.585","0.685","1","-6.49","0","0.0502","0.388","7.65016917460598","0.11","0.46","145.983","193973"
"NA_NA_NA","hot","confetti","51","hot",22,11,"2019","electropop","pop","electropop","0.607","0.908","7","-3.883","1","0.107","0.00297","1.61e-06","0.12","0.664","168.015","150714"
"NA_NA_NA","thief","ansel elgort","68","thief",27,1,NA,"electropop","pop","electropop","0.592","0.741","1","-3.792","0","0.0842","0.0251","0","0.111","0.379","180.038","220680"
"NA_NA_NA","pull up","memba","49","pull up",10,4,NA,"electropop","pop","electropop","0.737","0.805","7","-6.106","0","0.213","0.122","0.000148","0.259","0.672","89.006","216698"
"NA_NA_NA","wing$","macklemore & ryan lewis","63","the heist",10,10,"2012","electropop","pop","electropop","0.399","0.599","3","-6.987","1","0.204","0.362","0","0.188","0.0911","73.051","299600"
"NA_NA_NA","supposed to be","sangarang","38","supposed to be",25,10,"2019","electropop","pop","electropop","0.715","0.773","9","-5.629","0","0.295","0.0742","0","0.078","0.488","89.881","137484"
"NA_NA_NA","chanel","frank ocean","82","chanel",10,3,NA,"electropop","pop","electropop","0.776","0.503","0","-5.732","0","0.237","0.874","9.39739495541435","0.112","0.473","110.134","210285"
"NA_NA_NA","boom","x ambassadors","62","orion",14,6,"2019","electropop","pop","electropop","0.732","0.594","11","-5.911","0","0.0693","0.00805","0.0301","0.0802","0.676","107.996","164587"
"NA_NA_NA","the other side of paradise","glass animals","68","how to be a human being",26,8,"2016","electropop","pop","electropop","0.689","0.338","11","-7.634","0","0.0629","0.349","5.7e-05","0.0649","0.568","128.012","320654"
"NA_NA_NA","yes & no","xylo","61","yes & no",31,5,"2019","electropop","pop","electropop","0.835","0.505","8","-5.834","0","0.168","0.286","0.00219","0.198","0.665","118.021","178983"
"NA_NA_NA","rock bottom","grandson","61","rock bottom",16,8,"2019","electropop","pop","electropop","0.517","0.702","0","-6.842","1","0.0424","0.000232","0.00165","0.204","0.244","176.088","219207"
"NA_NA_NA","movements","pham","67","movements - single",18,3,"2015","electropop","pop","electropop","0.824","0.538","6","-7.972","1","0.269","0.26","3.45e-05","0.13","0.352","110.879","208671"
"NA_NA_NA","like that","bea miller","73","aurora",23,2,"2018","electropop","pop","electropop","0.573","0.441","6","-5.799","0","0.0758","0.186","0","0.61","0.389","61.657","185547"
"NA_NA_NA","everyday","a$ap rocky","74","at.long.last.a$ap",26,5,"2015","electropop","pop","electropop","0.394","0.661","4","-8.684","1","0.193","0.0101","0","0.343","0.335","149.822","260987"
"NA_NA_NA","i","lil skies","81","shelby",1,3,"2019","electropop","pop","electropop","0.649","0.453","6","-7.28","1","0.085","0.627","0","0.116","0.431","99.183","181891"
"NA_NA_NA","so sad","mike vallas","43","so sad",1,11,"2019","electropop","pop","electropop","0.401","0.308","6","-12.464","1","0.117","0.389","0.0057","0.143","0.205","147.314","169079"
"NA_NA_NA","the wall","alok","65","the wall",28,6,"2019","electropop","pop","electropop","0.682","0.91","11","-2.314","1","0.0431","0.00953","0.0673","0.0732","0.536","122.943","159500"
"NA_NA_NA","i wanna be your girlfriend","girl in red","74","i wanna be your girlfriend",2,3,"2018","electropop","pop","electropop","0.54","0.381","7","-14.323","1","0.0347","0.0217","0.000687","0.305","0.343","155.882","204991"
"NA_NA_NA","are we cool?","mike vallas","37","are we cool?",15,10,"2019","electropop","pop","electropop","0.498","0.493","6","-8.428","1","0.0385","0.168","2.39e-06","0.215","0.293","180.066","188187"
"NA_NA_NA","youngblood","5 seconds of summer","84","youngblood (deluxe)",15,6,"2018","electropop","pop","electropop","0.596","0.854","7","-5.114","0","0.463","0.0169","0","0.124","0.152","120.274","203418"
"NA_NA_NA","falling","trevor daniel","97","falling",5,10,"2018","electropop","pop","electropop","0.784","0.43","10","-8.756","0","0.0364","0.123","0","0.0887","0.236","127.087","159382"
"NA_NA_NA","hold on","french 79","43","joshua",8,11,"2019","electropop and play","pop","electropop","0.54","0.812","5","-8.336","1","0.0373","0.00436","0.954","0.11","0.0578","120.006","256008"
"NA_NA_NA","delorean dynamite","todd terje","48","its album time",7,4,"2014","electropop and play","pop","electropop","0.634","0.858","1","-11.661","1","0.0417","0.0125","0.84","0.0984","0.237","123.991","405933"
"NA_NA_NA","office politics","the divine comedy","31","office politics",7,6,"2019","electropop and play","pop","electropop","0.667","0.592","6","-9.679","0","0.0486","0.00155","0.00712","0.18","0.814","89.997","242080"
"NA_NA_NA","the long run","llewellyn","14","the other side of you",8,9,NA,"electropop and play","pop","electropop","0.757","0.835","10","-7.92","0","0.0399","0.0158","0.889","0.103","0.551","124.989","464644"
"NA_NA_NA","swing tree","discovery","45","lp",6,7,"2009","electropop and play","pop","electropop","0.679","0.77","5","-7.673","1","0.111","0.0417","0.0527","0.124","0.843","184.047","158133"
"NA_NA_NA","million dollar doll","britta phillips","1","luck or magic",29,4,"2016","electropop and play","pop","electropop","0.624","0.733","7","-5.149","1","0.0273","0.16","0.529","0.157","0.282","136.012","220667"
"NA_NA_NA","la foret","lescop","41","lescop",14,1,"2013","electropop and play","pop","electropop","0.862","0.468","7","-5.697","1","0.0708","0.00456","0.714","0.0884","0.737","132.03","284508"
"NA_NA_NA","lake zurich","gorillaz","38","lake zurich",31,5,"2018","electropop and play","pop","electropop","0.618","0.886","2","-6.099","1","0.033","0.000108","0.881","0.0821","0.779","115.082","253627"
"NA_NA_NA","quiet life","japan","14","in vogue",27,9,"1996","electropop and play","pop","electropop","0.663","0.669","4","-12.442","0","0.0332","0.0175","9.84237016411498","0.111","0.834","131.12","289160"
"NA_NA_NA","night sweats","lloyd cole","18","guesswork",26,7,"2019","electropop and play","pop","electropop","0.655","0.761","8","-6.295","1","0.0367","0.207","0.183","0.0818","0.59","90.017","379228"
"NA_NA_NA","america online","the midnight","7","america online",3,5,"2019","electropop and play","pop","electropop","0.601","0.609","2","-11.795","1","0.0428","0.0108","0.757","0.249","0.0671","101.973","349706"
"NA_NA_NA","denise, dont wanna see you cry","night moves","33","pennied days",25,3,"2016","electropop and play","pop","electropop","0.366","0.86","8","-4.922","0","0.0415","0.00769","3.21080281394534","0.124","0.286","137.427","229827"
"NA_NA_NA","a dream away - remastered","the cars","14","shake it up (expanded)",NA,NA,"1981","electropop and play","pop","electropop","0.648","0.635","1","-8.91","1","0.0319","0.00344","0.373","0.152","0.741","106.063","340200"
"NA_NA_NA","i need a connection","jane weaver","34","the amber light",30,3,"2015","electropop and play","pop","electropop","0.634","0.837","2","-11.813","1","0.0389","0.0934","0.889","0.166","0.129","129.142","466693"
"NA_NA_NA","cello song feat. jose gonzales","the books","42","music for a french elevator and other oddities",15,10,"2013","electropop and play","pop","electropop","0.653","0.467","1","-12.797","1","0.0358","0.607","0.79","0.101","0.493","117.357","234107"
"NA_NA_NA","are friends electric?","gary numan","29","replicas redux",4,3,"2008","electropop and play","pop","electropop","0.425","0.752","5","-9.841","1","0.0382","0.0314","0.265","0.148","0.417","94.131","325200"
"NA_NA_NA","get the balance right! - combination mix","depeche mode","24","construction time again (2007 remastered edition)",14,9,"1983","electropop and play","pop","electropop","0.845","0.574","10","-10.973","1","0.0357","0.0206","0.554","0.0645","0.908","129.395","478208"
"NA_NA_NA","alles","computer data","45","alles",7,6,"2019","electropop and play","pop","electropop","0.809","0.685","4","-10.194","0","0.0864","0.0842","0.918","0.0641","0.231","123.498","439190"
"NA_NA_NA","wave","the midnight","45","kids",21,9,"2018","electropop and play","pop","electropop","0.579","0.713","11","-9.434","1","0.0583","0.00669","0.000166","0.0808","0.143","113.031","271531"
"NA_NA_NA","let me go","heaven 17","44","the luxury gap (deluxe version)",NA,NA,"1982","electropop and play","pop","electropop","0.718","0.783","10","-7.189","0","0.0408","0.0483","0.00124","0.387","0.504","106.671","262507"
"NA_NA_NA","recto verso","paradis","50","recto verso",23,9,"2016","electropop and play","pop","electropop","0.746","0.668","9","-8.845","0","0.0394","0.0111","0.362","0.119","0.625","126.007","383933"
"NA_NA_NA","blue girl","chromatics","38","blue girl",12,6,"2018","electropop and play","pop","electropop","0.616","0.6","9","-8.196","0","0.0235","0.0119","0.966","0.141","0.671","107.001","256120"
"NA_NA_NA","in the face of evil","magic sword","56","volume 1",9,1,"2015","electropop and play","pop","electropop","0.296","0.764","11","-4.499","0","0.0315","0.011","0.0724","0.158","0.144","143.89","409000"
"NA_NA_NA","journal of ardency","class actress","10","journal of ardency",9,2,"2010","electropop and play","pop","electropop","0.684","0.697","6","-6.73","0","0.0334","0.0109","0.0908","0.0986","0.761","96.992","225233"
"NA_NA_NA","motorcycle cop","power glove","43","ep ii",29,4,"2015","electropop and play","pop","electropop","0.78","0.953","1","-7.636","1","0.234","0.437","0.813","0.106","0.415","110.449","265280"
"NA_NA_NA","venq tolep - hit club version","robag wruhme","20","venq tolep ep",5,7,"2019","electropop and play","pop","electropop","0.865","0.726","0","-12.501","1","0.0918","0.0223","0.945","0.0515","0.108","122.008","384599"
"NA_NA_NA","telecommunication","a flock of seagulls","29","playlist: the very best of a flock of seagulls",19,8,"2008","electropop and play","pop","electropop","0.618","0.94","2","-5.804","1","0.0495","0.000734","0.00217","0.399","0.96","155.949","151707"
"NA_NA_NA","midnight drivn","luscious-235","7","end.game.",1,1,"2019","electropop and play","pop","electropop","0.665","0.6","11","-7.396","0","0.0344","0.0103","0.455","0.0928","0.595","102.002","247920"
"NA_NA_NA","milk run","mitch murder","0","current events",28,10,"2011","electropop and play","pop","electropop","0.752","0.534","0","-13.755","1","0.0375","0.00623","0.92","0.114","0.717","121.023","122479"
"NA_NA_NA","tilted","christine and the queens","54","christine and the queens",5,6,"2015","electropop and play","pop","electropop","0.872","0.361","7","-9.88","1","0.0609","0.283","0.00262","0.108","0.489","100.001","233247"
"NA_NA_NA","pleasure","baxter dury","16","its a pleasure",21,10,"2014","electropop and play","pop","electropop","0.62","0.678","7","-7.553","1","0.0364","0.063","0.854","0.233","0.719","159.172","142225"
"NA_NA_NA","le perv","carpenter brut","0","trilogy",28,6,NA,"electropop and play","pop","electropop","0.524","0.913","5","-3.898","1","0.0513","9.94e-06","0.867","0.665","0.343","120.076","256000"
"NA_NA_NA","corrupted by design","perturbator","40","new model",5,9,NA,"electropop and play","pop","electropop","0.37","0.792","7","-6.632","1","0.0396","0.0362","0.939","0.0931","0.0353","125.035","286784"
"NA_NA_NA","real thing","stars","14","real thing",25,8,NA,"electropop and play","pop","electropop","0.611","0.751","11","-5.392","0","0.0407","0.00616","0.000582","0.135","0.544","121.032","214160"
"NA_NA_NA","futureland","sonic mayhem","47","doomsday",17,7,"2015","electropop and play","pop","electropop","0.513","0.56","10","-11.365","0","0.0358","0.000918","0.823","0.126","0.0379","85.017","363707"
"NA_NA_NA","tail lights","makeup and vanity set","1","atlanta monster (original soundtrack)",13,7,"2018","electropop and play","pop","electropop","0.814","0.0948","8","-12.731","1","0.0598","0.635","0.948","0.109","0.0391","122.016","96000"
"NA_NA_NA","dust","m|o|o|n","56","particles",1,9,"2012","electropop and play","pop","electropop","0.418","0.66","2","-7.959","0","0.0447","0.0106","8.28880348596722","0.0727","0.245","100.007","302400"
"NA_NA_NA","paris (aeroplane remix)","friendly fires","51","friendly fires",NA,NA,"2008","electropop and play","pop","electropop","0.703","0.719","1","-6.625","0","0.0461","0.00889","0.0962","0.0695","0.462","112.009","465333"
"NA_NA_NA","silhouette","lorn","34","remnant",5,9,"2018","electropop and play","pop","electropop","0.0985","0.0958","1","-18.209","0","0.0364","0.721","0.853","0.0982","0.0276","87.92","233275"
"NA_NA_NA","turbo killer","carpenter brut","0","trilogy",28,6,NA,"electropop and play","pop","electropop","0.306","0.794","5","-1.657","0","0.0634","5.91e-05","6.56265628789552","0.3","0.302","147.163","208973"
"NA_NA_NA","vhs sex","com truise","37","galactic melt",14,6,"2011","electropop and play","pop","electropop","0.612","0.628","1","-7.82","1","0.0447","0.124","0.85","0.231","0.366","172.176","265133"
"NA_NA_NA","the arcane arts","arcis","41","adamo",24,1,NA,"electropop and play","pop","electropop","0.638","0.899","8","-7.013","1","0.0774","1e-04","0.829","0.118","0.343","114.993","172109"
"NA_NA_NA","black waves","lost years","0","black waves",19,12,"2012","electropop and play","pop","electropop","0.527","0.894","5","-4.915","0","0.0311","7.32e-05","0.897","0.272","0.203","119.979","296000"
"NA_NA_NA","overpowered","roisin murphy","52","overpowered",1,10,"2007","electropop and play","pop","electropop","0.736","0.827","3","-6.273","0","0.0344","0.091","0.00509","0.315","0.878","117.024","309173"
"NA_NA_NA","ocean (feat. dave gahan)","goldfrapp","18","ocean (feat. dave gahan)",21,5,"2018","electropop and play","pop","electropop","0.514","0.636","3","-7.812","0","0.0354","0.0768","0.000421","0.142","0.234","107.065","242827"
"NA_NA_NA","fault line","loom:ngs","4","fault line",21,5,"2018","electropop and play","pop","electropop","0.77","0.354","7","-13.393","1","0.167","0.316","0.475","0.186","0.413","109.945","180920"
"NA_NA_NA","stakra","ryuichi sakamoto","18","async",28,4,NA,"electropop and play","pop","electropop","0.118","0.404","4","-16.686","0","0.0427","0.92","0.882","0.113","0.228","86.959","221192"
"NA_NA_NA","hand hold hero","laura marling","30","lump",1,6,"2018","electropop and play","pop","electropop","0.709","0.434","11","-12.089","1","0.0668","0.519","0.0323","0.112","0.345","87.968","326061"
"NA_NA_NA","tech noir","gunship","56","gunship",24,7,"2015","electropop and play","pop","electropop","0.505","0.622","10","-8.372","1","0.0322","0.0809","0.000789","0.212","0.193","85.994","297432"
"NA_NA_NA","become the one","goldfrapp","17","silver eye",31,3,NA,"electropop and play","pop","electropop","0.714","0.715","9","-7.395","1","0.0424","0.0167","0.593","0.349","0.819","142.03","284061"
"NA_NA_NA","severed","the decemberists","33","severed",17,1,"2018","electropop and play","pop","electropop","0.605","0.789","4","-7.035","0","0.0338","0.00219","0.0178","0.127","0.434","136.041","243800"
"NA_NA_NA","first day on the job","paul haslinger","26","halt and catch fire (original television series soundtrack)",19,8,"2016","electropop and play","pop","electropop","0.693","0.52","7","-17.197","1","0.0463","0.828","0.943","0.0878","0.325","120.028","76067"
"NA_NA_NA","magazine","hajk","25","hajk",28,4,NA,"electropop and play","pop","electropop","0.545","0.457","2","-10.923","1","0.135","0.488","0.0618","0.347","0.774","170.017","237213"
"NA_NA_NA","mastermind","roisin murphy","16","take her up to monto",8,7,"2016","electropop and play","pop","electropop","0.622","0.719","10","-12.304","0","0.0468","0.0659","0.345","0.0955","0.233","113.01","395538"
"NA_NA_NA","i ran (so far away) - re-recorded","a flock of seagulls","13","this is 80s new wave 2.0",19,9,"2006","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.559","0.719","2","-9.712","1","0.0347","0.0169","0.078","0.0824","0.602","146.992","302258"
"NA_NA_NA","solidarity","angelic upstarts","33","reason why?",NA,NA,"1983","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.475","0.707","9","-11.236","0","0.0769","0.00914","9.61e-06","0.0511","0.445","128.03","306507"
"NA_NA_NA","metalhammer","and one","0","anguish",NA,NA,"1991","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.813","0.869","1","-4.416","1","0.043","0.0257","0.119","0.0943","0.531","124.981","322667"
"NA_NA_NA","a question of time - remix","depeche mode","0","dmbx3 (part 2)",NA,NA,"2004","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.617","0.912","0","-11.63","1","0.0312","0.000636","0.351","0.364","0.874","136.424","245733"
"NA_NA_NA","all night long - (remastered)","peter murphy","26","love hysteria (expanded edition)",25,11,"2013","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.71","0.497","7","-12.858","0","0.0272","0.126","1.68e-05","0.142","0.766","132.96","340507"
"NA_NA_NA","send me an angel","real life","55","heartland",1,1,"1983","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.605","0.926","7","-4.831","0","0.0372","0.0714","2.18e-05","0.0953","0.49","129.844","236547"
"NA_NA_NA","what will i do","timmy t","25","time after time",15,3,"1990","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.609","0.738","0","-6.624","0","0.0518","0.00481","8.34e-06","0.292","0.928","126.234","248173"
"NA_NA_NA","flesh","a split second","0","clasicos de la fiesta",1,1,"2003","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.638","0.996","9","-6.407","1","0.0457","0.068","0.86","0.159","0.87","130.04","169839"
"NA_NA_NA","big in japan - best of-version","alphaville","57","first harvest 1984-1992",17,12,"1991","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.755","0.604","2","-9.84","0","0.0454","0.183","0.0336","0.128","0.491","97.8","235200"
"NA_NA_NA","tarzan boy","baltimora","51","tarzan boy: the world of baltimora",1,1,"2010","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.703","0.803","5","-4.647","1","0.0251","0.346","0.000912","0.437","0.695","107.41","230027"
"NA_NA_NA","the wild boys","duran duran","54","greatest",9,11,"1998","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.741","0.838","11","-7.622","0","0.0637","0.407","0","0.138","0.586","115.689","257600"
"NA_NA_NA","hey little girl (single mix) - remastered","icehouse","0","the best of icehouse (remastered)",20,9,"2013","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.723","0.914","9","-5.13","0","0.0409","0.0862","5.53712416938506","0.231","0.893","135.547","220027"
"NA_NA_NA","relax","frankie goes to hollywood","0","techno pop classics, vol. 2",7,5,"2013","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.814","0.613","9","-8.113","1","0.0449","0.0473","0.067","0.15","0.72","114.651","443480"
"NA_NA_NA","fantasy girl","johnny o.","47","johnny o (deluxe edition)",15,8,"2011","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.655","0.486","9","-16.934","0","0.0337","0.00793","1.32137862378731","0.129","0.449","127.214","474333"
"NA_NA_NA","terra titanic","peter schilling","49","von anfang an...bis jetzt !",27,6,"1983","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.772","0.557","5","-7.703","1","0.0352","0.0303","0","0.0973","0.627","122.168","274706"
"NA_NA_NA","something good","paul haig","23","chain",NA,NA,"1989","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.633","0.936","2","-4.233","1","0.032","0.00481","0.0247","0.0745","0.887","116.055","205520"
"NA_NA_NA","es imposible no puede ser","megabeat","24","sonido de valencia - 1990 - 1999",9,11,"2009","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.717","0.96","11","-8.446","0","0.0395","0.36","0.781","0.0736","0.822","125.83","257813"
"NA_NA_NA","i promised myself","nick kamen","61","move until we fly",NA,NA,"1990","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.58","0.799","9","-12.283","1","0.0306","0.00428","0.00161","0.0326","0.693","128.179","240773"
"NA_NA_NA","painted moon (blues mix)","the silencers","23","the best of - blood & rain: the singles 86 - 96",3,10,"1996","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.635","0.627","9","-10.125","1","0.0275","0.0171","0.518","0.0722","0.283","125.352","397027"
"NA_NA_NA","diamonds - radio edit","hard rain london","0","diamonds ep",22,11,"2010","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.47","0.913","11","-4.487","1","0.0415","0.041","0.00116","0.385","0.575","131.876","238678"
"NA_NA_NA","always the sun - sunny side up mix","the stranglers","50","10",14,3,"1990","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.561","0.868","2","-4.146","1","0.0464","0.00585","3.96157856148202","0.105","0.795","133.362","243053"
"NA_NA_NA","personal jesus","depeche mode","18","melodia fm",24,3,"2014","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.656","0.78","11","-7.053","1","0.0456","0.116","0.163","0.101","0.339","130.059","294893"
"NA_NA_NA","big area","then jerico","0","the big area",12,6,"1990","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.578","0.821","10","-10.521","1","0.0354","0.128","0.000462","0.16","0.421","120.37","289933"
"NA_NA_NA","vagabonds","new model army","43","thunder and consolation",15,3,"1989","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.556","0.76","9","-12.164","1","0.0463","0.0626","3.91e-05","0.348","0.696","129.296","260773"
"NA_NA_NA","the sparrows and the nightingales","wolfsheim","46","the sparrows and the nightingales",15,7,"1991","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.634","0.543","2","-13.521","1","0.0324","0.0169","0.00127","0.315","0.441","121.931","405291"
"NA_NA_NA","the motive - greg walsh remix","then jerico","0","the best of then jerico",12,6,"1990","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.597","0.788","2","-11.805","1","0.0349","0.18","0.314","0.0582","0.954","109.377","386506"
"NA_NA_NA","more than this","roxy music","59","roxy music collection",1,1,"2004","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.657","0.552","6","-11.77","1","0.0255","0.0424","0.039","0.106","0.759","128.494","272857"
"NA_NA_NA","down under","men at work","0","down under (digital 45)",6,11,"2009","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.741","0.561","11","-10.933","0","0.0274","0.118","0.0155","0.0543","0.898","107.174","219293"
"NA_NA_NA","the stand","joolz","23","hex",1,1,"1990","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.703","0.29","9","-14.551","1","0.112","0.407","8.82e-05","0.101","0.305","122.262","318960"
"NA_NA_NA","just like heaven","the cure","13","kiss me kiss me kiss me",25,5,"1987","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.439","0.837","9","-11.548","1","0.0336","0.0808","0.0024","0.115","0.511","151.994","212827"
"NA_NA_NA","unsafe building - electric","the alarm","8","eponymous 1981-1983",16,3,"2018","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.439","0.924","1","-5.483","1","0.0379","0.000211","0","0.0991","0.669","135.885","265480"
"NA_NA_NA","my bag","lloyd cole and the commotions","32","mainstream",1,1,"1987","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.739","0.594","2","-13.336","1","0.031","0.0204","0.000136","0.179","0.967","129.032","235893"
"NA_NA_NA","you","boytronic","34","maxi",1,3,"2004","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.896","0.894","0","-4.995","1","0.143","0.133","0.405","0.0514","0.884","140.602","433240"
"NA_NA_NA","if i ever fall in love","somewhere over england","32","somewhere over england",15,6,"1992","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.62","0.696","0","-9.001","1","0.0245","0.0191","0.000318","0.103","0.831","132.038","222267"
"NA_NA_NA","the more you live, the more you love","a flock of seagulls","43","playlist: the very best of a flock of seagulls",19,8,"2008","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.612","0.845","11","-5.565","0","0.0352","0.00224","0.00168","0.582","0.769","139.514","249107"
"NA_NA_NA","such a shame","talk talk","57","natural history - the very best of talk talk",21,5,"1990","maxi pop  gold (new wave, electropop, synth pop...)","pop","electropop","0.598","0.68","3","-11.431","0","0.029","0.209","0.00172","0.3","0.708","112.067","257627"
